number,title,classification,timestamp
24238,Report 24238: Man recalls multi-witness sighting in teen years near Manistique,Class A,1962-04-01T12:00:00Z
24776,"Report 24776: Near Bendon, woman and daughter recall their daylight sighting from automobile",Class A,1985-05-15T12:00:00Z
24854,Report 24854: Dusk sighting by two teenagers participating in the Youth Deer Hunt near Wolverine,Class A,2008-10-16T12:00:00Z
24868,Report 24868:  Hunter tells of his daylight encounter while baiting bear outside Lewiston,Class A,2008-10-12T12:00:00Z
25031,Report 25031: Bird hunter surprises a resting sasquatch near Curtisville,Class A,2008-11-18T12:00:00Z
25298,Report 25298: Man recalls a sasquatch watching he and a group of teenagers taking a walk while camping near Houghton Lake,Class A,2009-07-16T12:00:00Z
25622,Report 25622: Two men see a bigfoot cross a road near Rose City,Class A,1997-10-01T12:00:00Z
25651,Report 25651: Man tells of sighting of two creatures while shining for deer near Beaverton,Class A,1996-10-01T12:00:00Z
26245,Report 26245: Man recalls scary incidents as a teenager on his family's farm SW of Mt. Pleasant,Class A,1986-09-01T12:00:00Z
26372,Report 26372: Homeowner recalls a sighting outside her window and hearing strange vocalizations near Palo,Class A,1983-08-15T12:00:00Z
27009,Report 27009: Woman recalls daylight sighting while driving and a possible incident at a home east of Gaylord,Class A,2010-07-26T12:00:00Z
27783,Report 27783: Man recounts two experiences with bigfoot while camping in the Lower Peninsula,Class A,2010-10-09T12:00:00Z
28373,Report 28373: Woman recalls her early morning sighting of a sasquatch east of Brimley,Class A,2011-02-21T12:00:00Z
28668,Report 28668: Man recalls encounter he had as a teenager near Kalkaska,Class A,2011-05-23T12:00:00Z
29091,Report 29091: Motorist is shocked by sighting on I-75 between Wolverine & Indian River,Class A,2009-07-17T12:00:00Z
29178,Report 29178: Passenger recalls a nighttime sighting near Brooklyn.,Class A,1980-11-16T12:00:00Z
29409,Report 29409: Woman remembers childhood sighting near Rogers City,Class A,1967-05-17T12:00:00Z
29615,Report 29615: Nighttime sighting remembered while driving southeast of Kalkaska,Class A,2011-06-29T12:00:00Z
30090,"Report 30090: Grandfather and grandson witness a big, black creature chasing a deer near Manistee",Class A,2009-11-15T12:00:00Z
30753,Report 30753: Witness recalls a childhood face to face daylight sighting near his home and night vocalizations outside Gaylord,Class A,2011-11-05T12:00:00Z
30902,Report 30902: Nighttime sighting on CR550 outside Marquette,Class A,2002-11-15T12:00:00Z
31025,Report 31025: Close encounter by a hunter tracking his dogs at night outside the Seney National Wildlife Refuge,Class A,2010-08-15T12:00:00Z
31444,Report 31444: Woman recalls being paralyzed by fear during childhood sighting near Lake Hudson State Park,Class A,1978-07-15T12:00:00Z
31603,Report 31603: Motorists describe a nighttime sighting near the Manistee National Forest.,Class A,2011-07-15T12:00:00Z
33611,Report 33611: Air National Guardsman describes being ushered out of the woods culminating in a nighttime sighting from his car near the Presque Isle Lighthouse,Class A,2003-07-15T12:00:00Z
35282,Report 35282: Close encounter experienced while waiting for the school bus near Marion,Class A,2009-05-04T12:00:00Z
35387,Report 35387: Late afternoon sighting by two brothers near Baldwin,Class A,2012-07-15T12:00:00Z
37553,Report 37553: Multiple childhood interactions recalled by a woman who grew up near Kalamazoo,Class A,1974-03-15T12:00:00Z
40204,Report 40204: Daylight sighting by a young man fishing near Whittemore,Class A,2013-04-11T12:00:00Z
43798,Report 43798: Memory told of an early evening sighting at a migrant work camp in Bear Lake,Class A,1984-10-01T12:00:00Z
45572,Report 45572: Teens shining for deer have a scary encounter near Kingsley,Class A,2000-10-21T12:00:00Z
55598,Report 55598: Trapper has a daylight sighting while driving near Wakefield,Class A,2016-08-15T12:00:00Z
4379,Report 4379: Two witnesses have a daylight encounter in their camp near Spring Valley,Class A,2002-05-19T12:00:00Z
9012,Report 9012: Vocalizations heard and animal observed near Hibbing.,Class A,2004-07-17T12:00:00Z
13049,Report 13049: Daylight sighting by squirrel hunter near Spring Valley,Class A,2005-10-08T12:00:00Z
16566,Report 16566: Dusk sighting by cyclist north of the town of Virginia,Class A,2006-11-10T12:00:00Z
17551,"Report 17551: Daylight sighting by a couple, on a frozen lake near Centerville.",Class A,2000-02-21T12:00:00Z
25323,Report 25323: A family is chased by a sasquatch near Wadena.,Class A,1992-08-15T12:00:00Z
25336,Report 25336: Daylight sighting of a creature walkng down the road as they pull out of their driveway near Bermidji,Class A,2010-12-04T12:00:00Z
28711,Report 28711: Memory told of seeing an upright figure walk into a shooting lane while hunting near Nashwauk,Class A,1970-11-01T12:00:00Z
31166,Report 31166: Husband and wife experience an up-close daylight sighting on Hwy. 7 north of Bovey,Class A,2009-08-16T12:00:00Z
43975,Report 43975: Daylight sighting while scouting hunting locations near Skibo,Class A,2012-09-03T12:00:00Z
496,Report 496: Campers see large figure cross river in moonlight,Class A,1977-08-15T12:00:00Z
1099,Report 1099: Campsite intrusion near river.,Class A,1986-06-15T12:00:00Z
1118,Report 1118: Witness saw man-like creature in a corn field.,Class A,1997-06-15T12:00:00Z
1120,Report 1120: Sasquatch encountered standing by porch,Class A,1971-06-01T12:00:00Z
1135,Report 1135: A man gathering firewood for his campsite with his ATV encounters a large ape-like animal in a creek bed,Class A,1991-03-31T12:00:00Z
1136,Report 1136: Creature seen stepping over four foot barbed wire fence near the town of Louisiana,Class A,1972-07-15T12:00:00Z
1138,"Report 1138: Family witness a 7-8 foot tall creature, covered with hair, standing in the middle of the road",Class A,1989-02-15T12:00:00Z
1141,Report 1141: Two six foot tall creatures seen by witness.,Class A,1982-07-15T12:00:00Z
1148,"Report 1148: Family camping encounter large, fur covered creature. Footprints are discovered at the campsite",Class A,1977-08-15T12:00:00Z
1150,"Report 1150: Ape-like creature seen by a motorist crossing the road and enter a wooded area near Ozora, Missouri",Class A,2000-05-31T12:00:00Z
1158,Report 1158: Child encounters a man-like creature in a shed.,Class A,1956-10-15T12:00:00Z
1356,Report 1356: Husband and wife observe sasquatch at river's edge,Class A,1976-08-01T12:00:00Z
2036,"Report 2036: Multiple witnesses encounter bad smell, three observe creature hiding behind sapling",Class A,1988-06-01T12:00:00Z
2180,Report 2180: Two sisters witness bipedal animal walk through yard,Class A,1977-09-01T12:00:00Z
3483,"Report 3483: Nighttime sighting outside farm house, west of Prairie Home (the town) near Pisgah Creek",Class A,1975-10-15T12:00:00Z
4421,Report 4421: Soldier in basic training has daylight sighting at Fort Leonard Wood.,Class A,1982-05-15T12:00:00Z
5085,Report 5085: Family has nighttime sighting near Gainesville.,Class A,2004-12-05T12:00:00Z
5286,Report 5286: Meteor watchers see large two-legged dark creature approach vehicle near Springfield,Class A,2002-08-09T12:00:00Z
5552,Report 5552: Youth bicyclist has daytime sighting near Gravois Mills.,Class A,2004-11-20T12:00:00Z
6194,Report 6194: Two decades separate sightings of father and son at farm,Class A,2003-04-11T12:00:00Z
7766,Report 7766: Motorist has daylight sighting near Marceline.,Class A,2004-11-21T12:00:00Z
8890,Report 8890: Truck driver has daylight sighting on country road near Marys Home.,Class A,2004-12-05T12:00:00Z
9502,Report 9502: Young horse rider has daytime sighting near Ash Grove.,Class A,2004-12-05T12:00:00Z
9840,Report 9840: Nighttime sighting on country dirt road,Class A,2004-12-06T12:00:00Z
9941,Report 9941: Couple has car shaken and sees large animal up close near Tebbetts.,Class A,2004-12-06T12:00:00Z
10927,Report 10927: Bow hunter observes animal lying down in the Creve Coeur bottoms.,Class A,2005-10-15T12:00:00Z
12470,Report 12470: Fisherman has daytime sighting west of Mt. Vernon,Class A,1997-07-19T12:00:00Z
12528,Report 12528: Campers have a night-time encounter in Mark Twain National Forest,Class A,1998-04-25T12:00:00Z
15075,Report 15075: School teacher remembers his close encounter with a sasquatch while hunting near Cape Fair,Class A,1975-07-15T12:00:00Z
15610,Report 15610: Children see creature emerging from abandoned barn near Caruthersville.,Class A,1960-08-15T12:00:00Z
16294,Report 16294: Mushroom hunter has early morning sighting near Festus.,Class A,1999-04-15T12:00:00Z
18219,"Report 18219: Motorist sighting near Missouri River Bluffs (@ ""Monkey Mountains"")",Class A,2007-07-17T12:00:00Z
18278,Report 18278: Late night sighting by young couple in a parked car on a rural lane outside Kelso.,Class A,1994-11-11T12:00:00Z
18442,Report 18442: Memory told of being chased on a farm near Ava,Class A,1986-08-14T12:00:00Z
19695,Report 19695: Dusk sighting by motorist on Hwy 32 near Fair Play.,Class A,2007-04-15T12:00:00Z
22448,Report 22448: Early morning sighting near Scott City Diversion Canal,Class A,1969-07-16T12:00:00Z
23686,Report 23686: Two young men almost run into a large nighttime visitor north of Stockton Lake,Class A,2005-11-18T12:00:00Z
23836,Report 23836: Several incidents experienced by father and son outside St. Louis,Class A,1976-10-20T12:00:00Z
24404,Report 24404: Woman recalls a very close encounter as a child on a farm near the Mark Twain National Forest,Class A,1967-07-30T12:00:00Z
24879,Report 24879: Daylight sighting of a white-haired Bigfoot in a yard outside Lonedell,Class A,2005-08-25T12:00:00Z
26962,Report 26962: Childhood face to face encounter at dusk in the river bottoms of Bootheel,Class A,1961-10-15T12:00:00Z
27089,Report 27089: Nighttime sighting at City Lake Park outside Sullivan,Class A,2009-10-15T12:00:00Z
27125,Report 27125: Late night Winter sighting by pedestrian along W. Nifong Blvd. in Columbia,Class A,2008-01-20T12:00:00Z
27410,Report 27410:  Man recalls his brief daylight sighting outside Bloomfield,Class A,1986-01-14T12:00:00Z
27785,Report 27785: Nighttime roadside sighting by a motorist outside Joplin,Class A,2010-06-22T12:00:00Z
28080,Report 28080: Woman remembers evening sighting while driving on Hwy. T near Oxly,Class A,1983-10-25T12:00:00Z
28210,Report 28210: Three fishermen returning home late at night have close contact with a Bigfoot near Southwest City,Class A,2010-09-12T12:00:00Z
28689,Report 28689: Memory of a daylight sighting as a passenger on Old Hwy. 94 east of Jefferson City,Class A,1999-06-30T12:00:00Z
29980,Report 29980: Hunter remembers his lengthy daylight sighting through binoculars near Dora,Class A,1980-10-27T12:00:00Z
30573,Report 30573: Bowhunter recalls dusk encounter on creek dike near Oak Grove,Class A,1991-10-19T12:00:00Z
31201,Report 31201: Night road crossing observed near El Dorado Springs,Class A,2011-11-22T12:00:00Z
36572,Report 36572: Trucker has nighttime sighting outside the city of Nevada,Class A,2012-09-18T12:00:00Z
36761,Report 36761: Memory told of a close encounter while deer hunting east of Salem,Class A,1971-11-17T12:00:00Z
36838,Report 36838: Man returns home at night to find a tall figure standing by his deer lick outside Farmington,Class A,2012-10-15T12:00:00Z
40087,Report 40087: Man recalls encounters while camping with his hunting party south of Cabool,Class A,1982-11-15T12:00:00Z
40177,Report 40177: Early morning road crossing north of Branson,Class A,2013-10-15T12:00:00Z
40306,Report 40306: Man observes with his binoculars a large hairy biped at the James A. Reed Wildlife Area,Class A,2013-03-08T12:00:00Z
41012,Report 41012: Two girls have a daytime close encounter on their family farm near Oak Grove,Class A,2013-04-27T12:00:00Z
41395,Report 41395: Daylight sighting outside Grain Valley near the Monkey Mountain Park Reserve,Class A,2013-06-07T12:00:00Z
41427,Report 41427: Memory told of a nighttime close encounter in the Henning Conservation Area near Branson,Class A,1994-08-23T12:00:00Z
43612,Report 43612: Woman recalls encounter she had as a youth on rural property north of Bethany,Class A,1979-08-01T12:00:00Z
45851,Report 45851: Motorist observes a large biped crossing US-33 at night near Plattsburg,Class A,2014-07-11T12:00:00Z
56388,Report 56388: Night driver snaps photo of bipedal animal on remote gravel road near Annapolis,Class A,2014-07-16T12:00:00Z
56438,Report 56438: Early morning commuter swerves to miss tall hairy figure near Grain Valley,Class A,2014-03-05T12:00:00Z
1338,Report 1338: Several incidents in the East Fork Community,Class A,1973-01-01T12:00:00Z
1339,Report 1339: Creature seen by witnesses,Class A,1950-01-01T12:00:00Z
1341,"Report 1341: Family witness a large, hair covered creature eating food from their garden.",Class A,1975-07-01T12:00:00Z
1342,"Report 1342: Child sees a large, dark face staring at him from the bushes.",Class A,1977-04-30T12:00:00Z
1344,Report 1344: while playing tag with several other children witness saw a white hairy creature.,Class A,1978-08-06T12:00:00Z
1345,Report 1345: creature leaned on the hood of a car.,Class A,1997-10-16T12:00:00Z
4681,"Report 4681: Nighttime sighting by teens, near Meridian",Class A,1975-08-14T12:00:00Z
4767,Report 4767: Brothers have nighttime sighting near Leaf River Wildlife Management Area,Class A,2005-01-13T12:00:00Z
8732,Report 8732: Motorist has late night sighting of a light colored creature on rural highway,Class A,2005-01-30T12:00:00Z
12122,Report 12122: Morning sighting by hunter in Homochitto National Forest near Knoxville,Class A,1979-11-28T12:00:00Z
12290,Report 12290: Motorists have early morning sighting near Enterprise,Class A,2004-06-15T12:00:00Z
13494,Report 13494: Sundown sighting near Tishomingo State Park,Class A,2006-01-05T12:00:00Z
13918,Report 13918: Night time sighting by motorists on Highway 512 near Elwood (driver's observation),Class A,1987-10-10T12:00:00Z
14144,Report 14144: Night time sighting by motorists on Highway 512 near Elwood (passenger's observation),Class A,1987-10-10T12:00:00Z
27012,Report 27012: Witnesses tell of a sighting they had as teenagers outside Jackson - w/sketch by artist,Class A,1979-10-10T12:00:00Z
1454,"Report 1454: Three backpackers see a large, massive upright animal running on two legs through the brush in Gallatin Nat'l Forest",Class A,1993-06-03T12:00:00Z
1517,Report 1517: Horse-riding witnesses see hairy bipedal animal cross trail on Blackfeet Reservation,Class A,1982-10-02T12:00:00Z
1519,Report 1519: Boys observe hairy man-like creature several times,Class A,1982-06-30T12:00:00Z
